cluster,song_artist
10,Turn Me Up Some (feat Redman & Jay Psar) - Dirty by Jayceeoh
10,Turn Me Up Some (feat Redman & Jay Psar) - Dirty by Redman
2,Cloud Up by DJ KIMERA
16,Mä En Kestä by Laura Voutilainen
9,Make Me (Cry) by Noah Cyrus
9,Make Me (Cry) by Labrinth
0,OMG by USHER
0,OMG by will.i.am
3,Nothin' on You (feat. Bruno Mars) by B.o.B
3,Nothin' on You (feat. Bruno Mars) by Bruno Mars
16,I Like It by Enrique Iglesias
16,I Like It by Pitbull
15,Empire State Of Mind by JAY-Z
15,Empire State Of Mind by Alicia Keys
15,Like A G6 by Far East Movement
15,Like A G6 by The Cataracs
15,Like A G6 by DEV
5,Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack by Flo Rida
12,3 by Britney Spears
13,Hotel Room Service by Pitbull
5,Terkkui Exille by Ollie
5,Terkkui Exille by SONNY
10,Todella kaunis by Zen Cafe
0,Grenade by Bruno Mars
7,Asking for a Friend - Stripped by Annabel Jones
8,Yksinäisen keijun tarina by Chisu
15,Listen to Your Heart (Remix) by Fernando
0,Every Breath You Take (Re:Imagined) by Denmark + Winter
10,Begin Again by Measure
5,Jos Mä Oisin Sun Mies - feat. Elastinen by Jontte Valosaari
3,50 Ways to Say Goodbye by Train
10,Tuhlari by Laura Närhi
3,Party Shaker (feat. Nicco) - Video Edit by R.I.O.
3,Party Shaker (feat. Nicco) - Video Edit by Nicco
3,Turn Up The Love by Far East Movement
3,Turn Up The Love by Cover Drive
0,This Is Love by will.i.am
0,This Is Love by Eva Simons
16,Your Body by Christina Aguilera
5,Beam Me Up (Kill Mode) (Radio Edit) by CAZZETTE
0,Seuraavaan elämään by Jannika B
10,Years - ラジオ・エディット by Alesso
10,Years - ラジオ・エディット by Matthew Koma
12,New Way Home by Isac Elliot
12,Acid Rain by Alexis Jordan
12,Let It Roll by Flo Rida
16,Applause by Lady Gaga
3,Boom Kah by Robin Packalen
3,Boom Kah by Mikael Gabriel
3,Boom Kah by Uniikki
16,Don't You Know It's True - Radio edit by Kingston Crew
3,Rather Be (feat. Jess Glynne) by Clean Bandit
3,Rather Be (feat. Jess Glynne) by Jess Glynne
16,Always On My Mind by Adelén
12,Hullu by Juju
5,Best Day Of My Life by American Authors
5,Somewhere to Run by Krewella
3,One Heart (feat. P. Moody) - Radio Edit by ItaloBrothers
3,One Heart (feat. P. Moody) - Radio Edit by Floorfilla
3,One Heart (feat. P. Moody) - Radio Edit by P. Moody
10,If I Lose Myself by OneRepublic
3,Locked out of Heaven by Bruno Mars
0,Don't Wake Me Up by Chris Brown
18,My Songs Know What You Did In The Dark (Light Em Up) by Fall Out Boy
5,Pokemoneja by Portion Boys
10,What We Started by Don Diablo
10,What We Started by Steve Aoki
10,What We Started by Lush & Simon
10,What We Started by BullySongs
18,If I Ever Grow Up by Molly
10,If I Lose Myself - Alesso vs OneRepublic by OneRepublic
10,If I Lose Myself - Alesso vs OneRepublic by Alesso
0,Locked out of Heaven - Sultan and Ned Shepard Remix by Bruno Mars
0,Locked out of Heaven - Sultan and Ned Shepard Remix by Shepard
0,Locked out of Heaven - Sultan and Ned Shepard Remix by Sultan
5,Anywhere For You by John Martin
12,Last Resort by Papa Roach
5,Hoe by Heikki Kuula
1,Monster (Dotexe Remix) by Nightcore
1,Everytime We Touch - Nightcore Edit by Cascada
0,Welcome to the Club - Nightcore Edit by Manian
3,Stamp on the Ground - Nightcore Edit by ItaloBrothers
1,Miracle - Nightcore Edit by Cascada
5,Angel With a Shotgun by The Cab
5,"Mies, Jolle Ei Koskaan Tapahdu Mitään by J. Karjalainen Yhtyeineen"
1,1972 by Anssi Kela
16,Mennyt mies by J. Karjalainen
13,Puistossa by Anssi Kela
13,Every Breath You Take - Remastered 2003 by The Police
18,Vadelmavene by Kasmir
12,Shake That by Eminem
12,Shake That by Nate Dogg
15,Antaudun by Reino Nordin
0,Tired of Missing You by Isac Elliot
5,Imus by Gasellit
12,Filmi katkee (feat. Aste) by Aleksanteri Hakaniemi
12,Filmi katkee (feat. Aste) by Aste
0,Holy Grail by JAY-Z
0,Holy Grail by Justin Timberlake
10,Maailma loppuu tänään by Titta
3,Ihan sairasta mutta oikeesti kuulumme yhteen by Antti Tuisku
9,Ride by SoMo
9,Erase Your Social by Lil Uzi Vert
12,HUMBLE. by Kendrick Lamar
18,Family Business by Kanye West
12,Symphony (feat. Zara Larsson) by Clean Bandit
12,Symphony (feat. Zara Larsson) by Zara Larsson
15,Clique by Kanye West
15,Clique by JAY-Z
15,Clique by Big Sean
3,Boombidibyebye (feat. Ivone Cerdan) by Keko Salata
3,Boombidibyebye (feat. Ivone Cerdan) by Ivone Cerdan
16,Soittorasia by Petri Nygård
16,Soittorasia by Mariska
16,Siivet by Teflon Brothers
16,Siivet by Aku Hirviniemi
3,Rakkaudesta by Titta
0,Ei pystyny hengittää by Vesala
16,Thinking About You by Hardwell
16,Thinking About You by Jay Sean
16,Hula Hula by Robin Packalen
16,Hula Hula by Nelli Matula
15,Mask Off by Future
0,Sitä säät mitä tilaat (feat. Ellinoora) by JVG
0,Sitä säät mitä tilaat (feat. Ellinoora) by Ellinoora
5,Swalla (feat. Nicki Minaj & Ty Dolla $ign) by Jason Derulo
5,Swalla (feat. Nicki Minaj & Ty Dolla $ign) by Nicki Minaj
5,Swalla (feat. Nicki Minaj & Ty Dolla $ign) by Ty Dolla $ign
12,Muistanks Mä Väärin? by Gasellit
12,Muistanks Mä Väärin? by Karri Koira
0,Something Just Like This by The Chainsmokers
0,Something Just Like This by Coldplay
12,Chasing Highs by ALMA
5,Urheiluhullu by JVG
0,Hulluuden Highway by Haloo Helsinki!
7,Rakas by Haloo Helsinki!
5,Maailman Toisella Puolen by Haloo Helsinki!
3,Jos Mun Pokka Pettää by Haloo Helsinki!
18,Karhun kaato by HesaÄijä
16,Rihanna (feat. Heikki Kuula) by Hotelli Vantaa
16,Rihanna (feat. Heikki Kuula) by Heikki Kuula
12,Yhdessä yksinäisiä by Janne Ordén
3,Arvon Leidit by Teflon Brothers
3,Työmiehen lauantai (feat. TIPPA) by Arttu Wiskari
3,Työmiehen lauantai (feat. TIPPA) by TIPPA
3,Mun Kaa by SINI YASEMIN
3,Sunnuntaisin (feat. NEEA) by Janne Ordén
3,Sunnuntaisin (feat. NEEA) by Neea
18,Huonoo Seuraa by Kasmir
10,Kun tänään lähden by Erin
4,En Pysty Lopettaa by BESS
16,Ai Ai Ai by STIG
0,Sinä riität by Mikko Harju
0,Now Or Never by Halsey
7,Regret In Your Tears by Nicki Minaj
1,Fuqboi by Hey Violet
0,Here Comes The Night by DJ Snake
0,Here Comes The Night by Mr Hudson
12,TG4M by Zara Larsson
3,No Promises (feat. Demi Lovato) by Cheat Codes
3,No Promises (feat. Demi Lovato) by Demi Lovato
1,Dirty Love by Cher Lloyd
5,Pure Grinding by Avicii
0,Lush Life - Original Mix by LEO ISLO
0,Lush Life - Original Mix by Dani Poppitt
18,679 (feat. Remy Boyz) by Fetty Wap
18,679 (feat. Remy Boyz) by Remy Boyz
13,Can't Sleep Love by Pentatonix
0,Cheyenne by Jason Derulo
11,Intro by Big Sean
7,Light by Big Sean
7,Light by Jeremih
15,Bounce Back by Big Sean
15,No Favors by Big Sean
15,No Favors by Eminem
5,Jump Out The Window by Big Sean
15,Moves by Big Sean
14,Same Time Pt. 1 by Big Sean
14,Same Time Pt. 1 by TWENTY88
10,Owe Me by Big Sean
15,Halfway Off The Balcony by Big Sean
18,Voices In My Head/Stick To The Plan by Big Sean
7,Sunday Morning Jetpack by Big Sean
7,Sunday Morning Jetpack by The-Dream
15,Inspire Me by Big Sean
15,Sacrifices by Big Sean
15,Sacrifices by Migos
11,Bigger Than Me by Big Sean
11,Bigger Than Me by The Flint Chozen Choir
11,Bigger Than Me by Starrah
5,Loud by Mac Miller
15,good kid by Kendrick Lamar
5,Booty Bounce - Radio Edit by Tujamo
5,Faith - Radio Edit by Blasterjaxx
6,Tsunami by Lea in the Mix
5,There's Nothing Holdin' Me Back by Shawn Mendes
4,You Don't Know Me - Radio Edit by Jax Jones
4,You Don't Know Me - Radio Edit by RAYE
1,Thunder by Imagine Dragons
3,Bon Appétit by Katy Perry
3,Bon Appétit by Migos
12,Fuck You by Lily Allen
16,Our Way by FTampa
16,Our Way by Kamatos
12,Blind Heart - Radio Edit by CAZZETTE
12,Blind Heart - Radio Edit by Terri B!
16,Runaway Baby by Bruno Mars
19,Running Wild (feat. Britt Daley & The Oddictions) by Morgan Page
19,Running Wild (feat. Britt Daley & The Oddictions) by Britt Daley
19,Running Wild (feat. Britt Daley & The Oddictions) by The Oddictions
3,Shed a Light by Robin Schulz
3,Shed a Light by David Guetta
3,Shed a Light by Cheat Codes
1,Waiting All Night (feat. Ella Eyre) by Rudimental
1,Waiting All Night (feat. Ella Eyre) by Ella Eyre
5,Freaks - Radio Edit by Timmy Trumpet
5,Freaks - Radio Edit by Savage
18,Would I Lie to You - Radio Edit by David Guetta
18,Would I Lie to You - Radio Edit by Cedric Gervais
18,Would I Lie to You - Radio Edit by Chris Willis
16,BURN IT DOWN by Linkin Park
5,Dare (La La La) - Dirtyloud Remix by Shakira
5,Dare (La La La) - Dirtyloud Remix by Marcus Vinicius Campos
5,Dare (La La La) - Dirtyloud Remix by Eduardo Nascimento
0,Melody - Coone Remix by Dimitri Vegas & Like Mike
0,Melody - Coone Remix by Steve Aoki
0,Melody - Coone Remix by Ummet Ozcan
1,Going Under by Evanescence
5,On My Way by Axwell /\ Ingrosso
5,On My Way by Axwell
5,On My Way by Sebastian Ingrosso
5,Hold My Hand by Jess Glynne
3,Emergency by Icona Pop
12,Bitch Better Have My Money - R3hab Remix by Rihanna
12,Bitch Better Have My Money - R3hab Remix by R3HAB
0,Secrets by Tiësto
0,Secrets by KSHMR
0,Secrets by VASSY
3,Really Don't Care by Demi Lovato
3,Really Don't Care by Cher Lloyd
3,Rather Be (feat. Jess Glynne) by Clean Bandit
3,Rather Be (feat. Jess Glynne) by Jess Glynne
16,Waiting For Love by Avicii
10,Hey Brother - Avicii By Avicii by Avicii
10,Hey Brother - Avicii By Avicii by Tim Bergling
1,Shame On Me - Avicii By Avicii by Avicii
11,Feeling Good by Avicii
18,Get It Started (feat. Shakira) by Pitbull
18,Get It Started (feat. Shakira) by Shakira
13,Anaconda by Nicki Minaj
0,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix by Lana Del Rey
0,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix by Cedric Gervais
5,human - EDX's FE5TIVAL RADIO EDIT by Christina Perri
15,Sexy And I Know It by LMFAO
4,Get Lucky (feat. Pharrell Williams and Nile Rodgers) by Daft Punk
4,Get Lucky (feat. Pharrell Williams and Nile Rodgers) by Pharrell Williams
4,Get Lucky (feat. Pharrell Williams and Nile Rodgers) by Nile Rodgers
0,Friday Night by Vigiland
3,Summer Air by ItaloBrothers
10,Malibu by Miley Cyrus
16,Kymmenen Kirosanaa - Vain Elämää Kausi 6 by Robin Packalen
1,Good Life (with G-Eazy & Kehlani) by G-Eazy
1,Good Life (with G-Eazy & Kehlani) by Kehlani
5,Solo by TUULI
16,Pari kilometriä (feat. Diandra) by Keko Salata
16,Pari kilometriä (feat. Diandra) by Diandra
1,Kylmii Väreitä by Evelina
15,XXX. FEAT. U2. by Kendrick Lamar
15,XXX. FEAT. U2. by U2
3,Karjala Takas by Portion Boys
12,Hands by Mike Perry
12,Hands by The Vamps
12,Hands by Sabrina Carpenter
1,Despacito - Remix by Luis Fonsi
1,Despacito - Remix by Daddy Yankee
1,Despacito - Remix by Justin Bieber
3,Rhythm Is A Dancer by Breathe Carolina
3,Rhythm Is A Dancer by Dropgun
3,Rhythm Is A Dancer by Kaleena Zanders
13,Bad Liar by Selena Gomez
5,I Don't Love You (I'm Just Lonely) by Junge Junge
3,Hunter by Galantis
16,Pretty Girl - Cheat Codes X CADE Remix by Maggie Lindemann
16,Pretty Girl - Cheat Codes X CADE Remix by CADE
16,Pretty Girl - Cheat Codes X CADE Remix by Cheat Codes
13,Strip That Down by Liam Payne
13,Strip That Down by Quavo
6,Never Gonna Give You Up by Mac Beez
12,Hot2Touch by Felix Jaehn
12,Hot2Touch by Hight
12,Hot2Touch by Alex Aiono
15,Mä tiiän et mä saan by Titta
5,Never Let Me Go by Alok
5,Never Let Me Go by Bruno Martini
5,Never Let Me Go by Zeeba
3,Raincoat (feat. Shy Martin) by Timeflies
3,Raincoat (feat. Shy Martin) by shy martin
3,Obsession (feat. Jon Bellion) by Vice
3,Obsession (feat. Jon Bellion) by Jon Bellion
16,Pettävällä Jäällä - Vain Elämää Kausi 6 by Nikke Ankara
3,I'm the One by DJ Khaled
3,I'm the One by Justin Bieber
3,I'm the One by Quavo
3,I'm the One by Chance the Rapper
3,I'm the One by Lil Wayne
5,Sit Mennää by Teflon Brothers
0,Rakkaus On Lumivalkoinen - Vain Elämää Kausi 6 by Robin Packalen
12,First Time by Kygo
12,First Time by Ellie Goulding
1,Muitaki ihmisii by Vesala
0,Jokainen kyynel by Profeetat
0,Jokainen kyynel by Cheek
0,Jokainen kyynel by Elastinen
3,Tanssi se ulos (feat. Ellinoora) by Roope Salminen & Koirat
3,Tanssi se ulos (feat. Ellinoora) by Ellinoora
5,SUBEME LA RADIO by Enrique Iglesias
5,SUBEME LA RADIO by Descemer Bueno
5,SUBEME LA RADIO by Zion & Lennox
12,Ei riidellä enää by Chisu
12,Satamiljoonaa Kertaa by Mäkki
12,Satamiljoonaa Kertaa by Reino Nordin
12,California Dreaming (feat. Snoop Dogg & Paul Rey) by Arman Cekin
12,California Dreaming (feat. Snoop Dogg & Paul Rey) by Paul Rey
12,California Dreaming (feat. Snoop Dogg & Paul Rey) by Snoop Dogg
12,Attention by Charlie Puth
3,Kesärenkaat - Vain Elämää Kausi 6 by Nikke Ankara
5,15 by Aleksanteri Hakaniemi
3,Unforgettable by French Montana
3,Unforgettable by Swae Lee
16,OK by Robin Schulz
16,OK by James Blunt
11,Satuprinsessa (Vain elämää kausi 6) by Samu Haber
4,Perjantai 13. (Vain elämää kausi 6) by Samu Haber
7,1-800-273-8255 by Logic
7,1-800-273-8255 by Alessia Cara
7,1-800-273-8255 by Khalid
11,SHE by Isac Elliot
16,Mama by Jonas Blue
16,Mama by William Singe
0,Walk Away by LVNDSCAPE
0,Walk Away by Kaptan
5,Sun Goes Down (feat. MAGIC! & Sonny Wilson) by David Guetta
5,Sun Goes Down (feat. MAGIC! & Sonny Wilson) by Showtek
5,Sun Goes Down (feat. MAGIC! & Sonny Wilson) by MAGIC!
5,Sun Goes Down (feat. MAGIC! & Sonny Wilson) by Sonny Wilson
11,With Me by Sum 41
16,Best Day Of My Life - Gazzo Remix by American Authors
16,Grillaa by Lidl Stingy
15,Hot N*gga by Bobby Shmurda
0,It's a Sin - 2001 Remaster by Pet Shop Boys
1,Sjeiken 2015 by TIX
1,Sjeiken 2015 by The Pøssy Project
13,Dear Mama by 2Pac
12,More Than You Know by Axwell /\ Ingrosso
16,Hanuri (feat. Boyat) by Antti Tuisku
16,Hanuri (feat. Boyat) by Boyat
16,OK by Robin Schulz
16,OK by James Blunt
0,Kaaoksen keskellä by Irina
5,Bad Girls by M.I.A.
12,Vielä kerran (feat. Tommi Läntinen) by Yksi Totuus
12,Vielä kerran (feat. Tommi Läntinen) by Tommi Läntinen
15,Finest Girl (Bin Laden Song) by The Lonely Island
15,Jack Sparrow by The Lonely Island
15,Jack Sparrow by Michael Bolton
3,Everything Is AWESOME!!! by Tegan and Sara
3,Everything Is AWESOME!!! by The Lonely Island
16,Love Never Felt So Good by Michael Jackson
16,Love Never Felt So Good by Justin Timberlake
16,Paradinha by Anitta
16,Chantaje (feat. Maluma) by Shakira
16,Chantaje (feat. Maluma) by Maluma
3,Dare (La La La) by Shakira
16,Can't Remember to Forget You by Shakira
16,Can't Remember to Forget You by Rihanna
3,She Wolf by Shakira
12,"Whenever, Wherever by Shakira"
5,Your Song by Rita Ora
3,Hasta La Vista by Heikki Kuula
3,Hasta La Vista by Mariska
3,Teenage Dream by Katy Perry
18,Last Friday Night (T.G.I.F.) by Katy Perry
3,Firework by Katy Perry
5,California Gurls by Katy Perry
5,California Gurls by Snoop Dogg
16,E.T. by Katy Perry
15,Muutoksii - feat. Asa by Raappana
15,Muutoksii - feat. Asa by Asa
15,Side To Side by Ariana Grande
15,Side To Side by Nicki Minaj
5,Booty by Jennifer Lopez
5,Booty by Iggy Azalea
16,Loca (feat. El Cata) by Shakira
16,Loca (feat. El Cata) by El Cata
0,Dangerous (feat. Sam Martin) by David Guetta
0,Dangerous (feat. Sam Martin) by Sam Martin
3,Paluu tulevaisuuteen by JVG
5,Get Down by Tiësto
5,Get Down by Tony Junior
19,WIEE (feat. Mesto) by Martin Garrix
19,WIEE (feat. Mesto) by Mesto
0,Cool Girl by Tove Lo
1,Down by Fifth Harmony
1,Down by Gucci Mane
16,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo) by Major Lazer"
16,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo) by Travis Scott"
16,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo) by Camila Cabello"
16,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo) by Quavo"
3,Don't Want You Back by Bakermat
3,Don't Want You Back by Kiesza
10,What I've Done by Linkin Park
3,First Love by Jennifer Lopez
16,I'm Into You by Jennifer Lopez
16,I'm Into You by Lil Wayne
16,Hey Baby (Drop It to the Floor) (feat. T-Pain) by Pitbull
16,Hey Baby (Drop It to the Floor) (feat. T-Pain) by T-Pain
12,Let It Roll by Flo Rida
3,Give Your Heart a Break by Demi Lovato
10,Unbroken by Demi Lovato
10,Skyscraper by Demi Lovato
1,La La Land by Demi Lovato
10,Love Story by Taylor Swift
8,Safe & Sound - from The Hunger Games Soundtrack by Taylor Swift
8,Safe & Sound - from The Hunger Games Soundtrack by The Civil Wars
3,You Belong With Me by Taylor Swift
10,Love Story - US Album Version by Taylor Swift
3,You Belong With Me by Taylor Swift
11,Crazier by Taylor Swift
3,Blank Space by Taylor Swift
1,Bad Blood by Taylor Swift
3,Shake It Off by Taylor Swift
3,22 by Taylor Swift
12,Red by Taylor Swift
12,I’ll Never Let You Know by Basic Element
0,Witness by Katy Perry
3,Hey Hey Hey by Katy Perry
12,Swish Swish by Katy Perry
12,Swish Swish by Nicki Minaj
16,Everyday by Ariana Grande
16,Everyday by Future
3,Rolling in the Deep by Adele
16,E.T. by Katy Perry
5,Forget You by CeeLo Green
3,Moves Like Jagger - Studio Recording From The Voice Performance by Maroon 5
3,Moves Like Jagger - Studio Recording From The Voice Performance by Christina Aguilera
15,Just Can’t Get Enough by Black Eyed Peas
3,Raise Your Glass by P!nk
10,F**kin' Perfect by P!nk
16,Look At Me Now (feat. Lil' Wayne & Busta Rhymes) by Chris Brown
16,Look At Me Now (feat. Lil' Wayne & Busta Rhymes) by Lil Wayne
16,Look At Me Now (feat. Lil' Wayne & Busta Rhymes) by Busta Rhymes
13,Down On Me by Jeremih
13,Down On Me by 50 Cent
9,Someone Like You by Adele
3,Good Life by OneRepublic
10,The Edge Of Glory by Lady Gaga
3,The Show Goes On by Lupe Fiasco
5,Tonight Tonight by Hot Chelle Rae
18,The Time (Dirty Bit) by Black Eyed Peas
15,6 Foot 7 Foot - Edited Version by Lil Wayne
15,6 Foot 7 Foot - Edited Version by Cory Gunz
5,No Hands (feat. Roscoe Dash and Wale) by Waka Flocka Flame
5,No Hands (feat. Roscoe Dash and Wale) by Roscoe Dash
5,No Hands (feat. Roscoe Dash and Wale) by Wale
10,Jar of Hearts by Christina Perri
5,Bottoms Up (feat. Nicki Minaj) by Trey Songz
5,Bottoms Up (feat. Nicki Minaj) by Nicki Minaj
18,What Goes Around.../...Comes Around (Interlude) by Justin Timberlake
10,Back To Black by Amy Winehouse
13,Don't Matter by Akon
5,Shut Up And Drive by Rihanna
3,I Got It From My Mama by will.i.am
5,Glamorous by Fergie
5,Glamorous by Ludacris
0,Heartlines by Florence + The Machine
0,Born To Die by Lana Del Rey
7,Lust for Life (with The Weeknd) by Lana Del Rey
7,Lust for Life (with The Weeknd) by The Weeknd
13,Pon de Replay by Rihanna
5,It's Time by Imagine Dragons
12,5 fine frøkner by Gabrielle
16,Bad (feat. Vassy) - Radio Edit by David Guetta
16,Bad (feat. Vassy) - Radio Edit by Showtek
16,Bad (feat. Vassy) - Radio Edit by VASSY
5,Berghain 2016 by Mikkel Øwre
13,I Wanna Fuck You by Snoop Dogg
13,I Wanna Fuck You by Akon
7,Forever Young by Alphaville
1,Borders by M.I.A.
3,Riippumatto by Mikael Gabriel
3,The Cure by Lady Gaga
4,Starstruck by Lady Gaga
4,Starstruck by Space Cowboy
4,Starstruck by Flo Rida
12,"Eh, Eh (Nothing Else I Can Say) by Lady Gaga"
5,"Beautiful, Dirty, Rich by Lady Gaga"
12,LoveGame by Lady Gaga
12,Just Dance by Lady Gaga
12,Just Dance by Colby O'Donis
5,Telephone by Lady Gaga
5,Telephone by Beyoncé
0,Dance In The Dark by Lady Gaga
0,Alejandro by Lady Gaga
5,Bad Romance by Lady Gaga
10,You And I by Lady Gaga
16,Judas by Lady Gaga
3,Born This Way by Lady Gaga
5,Marry The Night by Lady Gaga
3,Do What U Want by Lady Gaga
3,Do What U Want by R. Kelly
16,Applause by Lady Gaga
5,4 Minutes (feat. Justin Timberlake & Timbaland) by Madonna
5,4 Minutes (feat. Justin Timberlake & Timbaland) by Justin Timberlake
5,4 Minutes (feat. Justin Timberlake & Timbaland) by Timbaland
12,Like a Virgin by Madonna
3,Believe by Cher
5,The Best by Tina Turner
5,Eat Sleep Rave Repeat - Calvin Harris Remix Edit by Fatboy Slim
5,Eat Sleep Rave Repeat - Calvin Harris Remix Edit by Riva Starr
5,Eat Sleep Rave Repeat - Calvin Harris Remix Edit by Beardyman
15,Ass Like That by Eminem
3,Ghost by Ella Henderson
18,Wasted - Ummet Ozcan Remix by Tiësto
18,Wasted - Ummet Ozcan Remix by Matthew Koma
18,Wasted - Ummet Ozcan Remix by Ummet Ozcan
13,Cheerleader (Felix Jaehn Remix) - Radio Edit by OMI
13,Cheerleader (Felix Jaehn Remix) - Radio Edit by Felix Jaehn
10,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix by Robin Schulz
10,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix by Jasmine Thompson
3,Red Lights by Tiësto
10,Heroes (we could be) by Alesso
1,"Love Me Like You Do - From ""Fifty Shades Of Grey"" by Ellie Goulding"
18,Shapeshifter by Ronya
3,Whip It by Nicki Minaj
12,This Love by Maroon 5
5,My Only Wish (This Year) by Britney Spears
10,Out from Under by Britney Spears
13,Everything at Once by Lenka
3,Can't Be Tamed by Miley Cyrus
18,Love On Top by Beyoncé
0,Halo by Beyoncé
12,Say My Name by Destiny's Child
15,Bootylicious by Destiny's Child
9,Hiton pelkuri by Antti Tuisku
5,Wrecking Ball - Smithee Edit by Wreck
5,Emperor's Dawn - 2009 Edit by Waldo's People
3,Lose Control - Radio Edit by Waldo's People
12,Back Again - Radio edit by Waldo's People
18,The Logical Song - Radio Edit [Remastered] by Scooter
5,Sata salamaa (Vain elämää kausi 4) by Antti Tuisku
16,Come on and Do It - Rhythm Takes Control Mix by Pandora
16,Come on and Do It - Rhythm Takes Control Mix by K-Slim
16,Come on and Do It - Rhythm Takes Control Mix by T.O.E.C.
5,Come on and Do It by Pandora
5,Come on and Do It by K-Slim
13,Macarena by The 90's Generation
13,Macarena by 90s allstars
13,Macarena by 90s Maniacs
4,What Is Love by The 90's Generation
4,What Is Love by 90s allstars
4,What Is Love by 90s Maniacs
5,Teeny Weeny String Bikini by Günther
16,Ding Dong Song - Radio Edit by Günther
0,Promises by Wiz Khalifa
15,Put Your Hands Up In The Air by ItaloBrothers
16,The Moon by ItaloBrothers
3,Upside Down by ItaloBrothers
12,Radio Hardcore by ItaloBrothers
12,Love Is On Fire by ItaloBrothers
0,Stamp On The Ground - Caramba Traxx Remix by ItaloBrothers
5,Sledgehammer by Fifth Harmony
5,Mammanpoika by Aste
4,Habiturientti by Adi L Hasla
5,Common Denominator - iTunes Bonus by Justin Bieber
10,Children of the Sun (feat. John Martin) by Tinie Tempah
10,Children of the Sun (feat. John Martin) by John Martin
5,Trumpets by Jason Derulo
1,Jää Mun Luo by Jonihey
3,Right in Front of You by ABREU
10,Heihei by TIPPA
15,Stole the Show by Kygo
15,Stole the Show by Parson James
0,Raging (feat. Kodaline) by Kygo
0,Raging (feat. Kodaline) by Kodaline
5,Boom Clap by Charli XCX
3,Stolen Dance by Milky Chance
0,There for You by Martin Garrix
0,There for You by Troye Sivan
3,After the Afterparty (feat. Lil Yachty) by Charli XCX
3,After the Afterparty (feat. Lil Yachty) by Lil Yachty
15,99 Problems by JAY-Z
18,Father Stretch My Hands Pt. 1 by Kanye West
15,Gold Digger by Kanye West
15,Gold Digger by Jamie Foxx
0,Ei pystyny hengittää by Vesala
0,Tequila by Vesala
9,Älä droppaa mun tunnelmaa by Vesala
8,Sinuun minä jään by Vesala
5,Polte (Vain elämää kausi 5) by Chisu
8,Yksinäisen keijun tarina by Chisu
0,Sama nainen by Chisu
13,Sabotage by Chisu
0,Kolmas pyörä by Chisu
3,Baden-Baden by Chisu
18,Tuu mua vastaan by Chisu
10,Frankenstein by Chisu
13,Ihana by Chisu
2,Kohtalon oma by Chisu
0,Kolmas pyörä by Chisu
10,Supersankari by Laura Närhi
10,Olet mulle se by Laura Närhi
8,Hetken tie on kevyt by Laura Närhi
10,Tuhlari - Original mix by Laura Närhi
7,Siskoni - feat. Erin by Laura Närhi
7,Siskoni - feat. Erin by Erin
16,Tämä on totta by Laura Närhi
10,"En mitään, en ketään by Laura Närhi"
0,Turvasana by Jenni Vartiainen
7,Minä sinua vaan by Jenni Vartiainen
11,Missä muruseni on by Jenni Vartiainen
12,Eden by Jenni Vartiainen
11,Missä muruseni on by Jenni Vartiainen
0,Duran Duran by Jenni Vartiainen
7,Minä sinua vaan by Jenni Vartiainen
12,Eden by Jenni Vartiainen
0,Suru on kunniavieras by Jenni Vartiainen
3,En haluu kuolla tänä yönä by Jenni Vartiainen
0,Junat ja naiset by Jenni Vartiainen
0,Minä ja hän by Jenni Vartiainen
0,Selvästi päihtynyt by Jenni Vartiainen
3,Nettiin by Jenni Vartiainen
9,Sä et oo enää mun by Erin
7,Pimeä onni - Sugared by Jippu
7,Pimeä onni - Sugared by Samuli Edelmann
16,Kuivilla susta by Kristiina Brask
1,Korttitalo - Time by Kristiina Brask
9,Ei yksinäinen unta saa by Neon 2
16,2U (feat. Justin Bieber) by David Guetta
16,2U (feat. Justin Bieber) by Justin Bieber
16,Ei nyt by Pete Parkkonen
12,En Mielestäin Sua Saa - Vain Elämää Kausi 6 by Robin Packalen
12,Party on the West Coast (feat. Snoop Dogg) by Matoma
12,Party on the West Coast (feat. Snoop Dogg) by Faith Evans
12,Party on the West Coast (feat. Snoop Dogg) by The Notorious B.I.G.
12,Party on the West Coast (feat. Snoop Dogg) by Snoop Dogg
16,Mä En Haluu Tietää by Gabriel Lion
0,Reminding Me by Shawn Hook
0,Reminding Me by Vanessa Hudgens
3,Miks Ei - Vain Elämää Kausi 6 by Nikke Ankara
3,Congratulations by Post Malone
3,Congratulations by Quavo
12,(You Drive Me) Crazy by Britney Spears
3,Soda Pop by Britney Spears
3,I Will Be There by Britney Spears
5,Thinkin' About You by Britney Spears
3,Hard To Forget Ya by Britney Spears
15,What You Need by Britney Spears
0,Aamun Kuiskaus by Stella
10,Piste. by Stella
10,Häävalssi by Stella
16,Korkokengät by Stella
10,Lumottu by Stella
12,crushcrushcrush by Paramore
